3.1225e-16,-6.2251e-16
3.3307e-16,-6.6311e-16
3.2613e-16,-6.4903e-16
3.1919e-16,-6.3604e-16
3.2613e-16,-6.4459e-16
3.0531e-16,-6.0952e-16
3.1225e-16,-6.1796e-16
3.4694e-16,-6.9968e-16
3.1919e-16,-6.3604e-16
2.7756e-16,-5.346e-16
2.7756e-16,-5.3634e-16
2.8449e-16,-5.5431e-16
2.8449e-16,-5.5431e-16
2.7062e-16,-5.3577e-16
3.1919e-16,-6.3105e-16
2.9143e-16,-5.8245e-16
2.7062e-16,-5.3523e-16
2.7756e-16,-5.5648e-16
2.4286e-16,-4.7148e-16
2.3592e-16,-4.5849e-16
2.5674e-16,-4.9854e-16
2.2898e-16,-4.455e-16
2.5674e-16,-4.9854e-16
2.8449e-16,-5.6946e-16
1.9429e-16,-3.9289e-16
2.2898e-16,-4.4106e-16
2.2898e-16,-4.4052e-16
2.4286e-16,-4.8219e-16
2.3592e-16,-4.5849e-16
2.2204e-16,-4.3197e-16
2.3592e-16,-4.6865e-16
2.2898e-16,-4.4496e-16
2.1511e-16,-4.1399e-16
2.2204e-16,-4.3251e-16
1.8735e-16,-3.5822e-16
2.2898e-16,-4.455e-16
1.8041e-16,-3.6637e-16
2.0123e-16,-3.9202e-16
2.2204e-16,-4.3153e-16
2.0817e-16,-4.0046e-16
1.8041e-16,-3.4469e-16
1.7347e-16,-3.5338e-16
1.5266e-16,-2.9565e-16
1.3184e-16,-2.7509e-16
1.8041e-16,-3.7091e-16
2.0123e-16,-3.8747e-16
1.5266e-16,-3.1059e-16
1.9429e-16,-3.7394e-16
1.7347e-16,-3.357e-16
1.249e-16,-2.621e-16
1.1796e-16,-2.4802e-16
1.3878e-16,-2.8862e-16
1.7347e-16,-3.357e-16
1.6653e-16,-3.1817e-16
1.5959e-16,-3.0918e-16
1.6653e-16,-3.3984e-16
1.3184e-16,-2.7509e-16
1.4572e-16,-3.0215e-16
1.4572e-16,-2.7811e-16
1.1102e-16,-2.3005e-16
1.4572e-16,-3.0161e-16
1.1796e-16,-2.4857e-16
1.1102e-16,-2.3503e-16
9.7145e-17,-1.9336e-16
7.6328e-17,-1.6573e-16
1.1796e-16,-2.4857e-16
1.1102e-16,-2.3005e-16
1.1102e-16,-2.3503e-16
1.1796e-16,-2.4358e-16
9.7145e-17,-2.0407e-16
9.7145e-17,-2.0353e-16
1.249e-16,-2.6155e-16
9.0206e-17,-1.9054e-16
7.6328e-17,-1.5385e-16
8.3267e-17,-1.6186e-16
7.6328e-17,-1.5331e-16
1.1102e-16,-9.865e-17
6.245e-17,-1.3477e-16
1.1796e-16,-2.4358e-16
2.0817e-17,5.4562e-19
7.6328e-17,-1.2069e-16
6.245e-17,-1.2235e-16
7.6328e-17,1.5695e-17
9.7145e-17,-6.7143e-17
4.1633e-17,-7.9564e-17
2.0817e-17,-4.4495e-17
4.1633e-17,-7.9564e-17
7.6328e-17,-1.3251e-16
6.9389e-17,9.7441e-17
4.1633e-17,4.167e-17
2.7756e-17,1.8519e-17
4.8572e-17,6.8737e-17
2.0817e-17,-8.548e-18
5.5511e-17,-4.9673e-17
5.5511e-17,-3.4524e-17
2.7756e-17,1.8519e-17
2.0817e-17,5.4562e-19
0,0
